id,sentence,total_fix_dur
591,"Born Rauff de Rither Duan Acklom in Halifax, Nova Scotia, Manners came to Hollywood at the beginning of the talking films revolution after studying acting with Eva Le Gallienne, and acting on stage with Helen Hayes. ",4879.916666666665
592,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government. ,4685.583333333332
593,"Kennedy, Sr., and her mother was Rose Kennedy. ",994.6666666666665
594,"ambassador to France from 1968 to 1970, and was Democratic vice-presidential candidate in 1972. ",2004.5
595,He graduated from Morehouse College with a Bachelor of Arts degree in Sociology in 1948. ,1914.8333333333335
596,Presidents (Franklin D. ,689.0909090909092
597,"Alternating between intelligence and artillery, Bush came under fire in the Meuse-Argonne offensive. ",2540.7499999999995
598,"As a managing partner of Brown Brothers Harriman, he sat on several corporate boards, including the following: Bush was born in Columbus, Ohio to Flora Sheldon and Samuel Prescott Bush, a steel company president and later a U.S. ",5159.416666666667
599,"In 1999, at the 41st Grammy Awards, Miguel was nominated for ""Best Spoken Word Album for Children"" in Disney's The Lion King II, ""Simba's Pride Read-Along"". ",3210.6363636363635
600,"In 1953, King became the pastor of the Dexter Avenue Baptist Church in Montgomery, Alabama. ",2223.5833333333335
601,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office. ",2905.2727272727266
602,Miguel played the drums on Keith Moon's Two Sides of the Moon. ,1696.5454545454545
603,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area. ",2527.545454545454
604,"King married Coretta Scott on June 18, 1953. ",1815.1666666666667
605,"Elliott Roosevelt (September 23, 1910 - October 27, 1990), World War II hero and an author, was the son of President Franklin Delano Roosevelt and his wife Eleanor Roosevelt. ",3770.166666666667
606,"a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship. ",2965.5454545454554
607,"On May 14, 1904, the couple's first son, Hans Albert Einstein, was born. ",1829.6363636363635
608,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office. ,1803.4999999999998
609,"He served until January 1963, and was a staunch supporter of President Dwight D. ",1881.75
610,Matthias Alexander and included him as a character in Eyeless in Gaza. ,1785.5
611,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines. ",6553.272727272727
612,politician. ,154.08333333333334
613,"Roland Harriman, Knight Woolley, and Ellery James, as well as Robert A. ",1396.2499999999998
614,"He was voted to five American Football League All-Star teams (1961, 1963-65). ",2317.666666666667
615,"Fenimore Cooper (grandson of James Fenimore Cooper), Knight Wooley (son of Ulysses Grant Wooley), Ellery James, and Henry Neil Mallon. ",2621.833333333333
616,"He worked a year for the accounting firm of Price Waterhouse in San Francisco, and then in August 1940 returned to Harvard to teach in the Business School. ",2966.416666666667
617,"John's College, Cambridge. ",592.8333333333333
618,W. ,51.33333333333334
619,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain. ",3562.3636363636365
620,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory. ,2788.1818181818185
621,"Wells began his television career as a writer on That Was The Week That Was, the 1960s weekly satire show that launched the careers of David Frost and Millicent Martin, among others. ",3561.75
622,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts. ",2063.909090909091
623,"Huxley was a son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce, and hence half-brother of Aldous Huxley and fellow biologist Julian Huxley and grandson of the biologist T. ",4858.090909090909
624,"Ball died in Chevy Chase, Maryland. ",1028.9166666666665
625,He practised medicine in Lichfield in Staffordshire for twenty years; George III invited him to be royal physician but he declined. ,2600.3333333333335
626,In 1997 he appeared in the BBC situation comedy Chalk. ,1667.6666666666667
627,"During this period, McNamara helped to plan the 1945 bombing of Tokyo. ",1656.1666666666665
628,Lovett and Thomas McCance. ,595.5
629,"Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist. ",2948.75
630,Miguel was the oldest of five children born to Oscar winner Jose Ferrer and singer Rosemary Clooney-Ferrer. ,2643.0
631,"They founded the town of Portsmouth, Rhode Island. ",1356.454545454545
632,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform. ",5298.916666666667
633,"Talia Shire (born April 25, 1946) is an American actress of Italian descent. ",2027.1666666666665
634,"Louis, Missouri. ",375.58333333333326
635,Geiger led the Tenth Army until relieved by General Joseph Stilwell. ,1737.5
636,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54. ",2192.3636363636365
637,"Jean Tardieu (born in St Germain de Joux, France November 1, 1903, died in Creteil, France January 27, 1995) was an artist, musician, poet and dramatic author. ",3932.25
638,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records. ",2329.3636363636365
639,"Gail Davis passed away from cancer in 1997 in Los Angeles, California and was interred there in the Forest Lawn - Hollywood Hills Cemetery. ",2810.916666666666
640,She actively campaigned for her brother John F. ,1018.7499999999999
641,"In 1940, he officially changed his name to David Joseph Manners and became a naturalized citizen of the United States. ",2060.333333333333
642,Curtis LeMay with analysis of U.S. ,873.1666666666667
643,"The daughter of a small town medical doctor, she was born Betty Jeanne Grayson in a hospital at Little Rock, Arkansas. ",2875.25
644,"Einstein married Mileva Maria on January 6, 1903. ",1588.0
645,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death. ",4156.833333333332
646,Huxley. ,249.54545454545453
647,"In the Senate, he was aligned with the Federalists. ",1155.6363636363637
648,Bush. ,88.0
649,"He was a working class Jewish boy who grew up in Brooklyn, New York. ",1460.0
650,"Born Talia Rose Coppola in Lake Success, Long Island, New York, she is the sister of director and producer Francis Ford Coppola. ",3601.9166666666665
651,"Leland in 1902, and the company was reorganized as Cadillac. ",1854.3636363636365
652,He won a Nobel Prize in Chemistry in 1928. ,939.3333333333333
653,"Charles Francis Adams, Jr. ",907.5000000000001
654,Simpson (voiced by Nancy Cartwright) is a fictional character featured in the animated television series The Simpsons. ,2254.916666666666
655,"Bush called it ""my good fortune"" to work with close friends, including Yale classmates (and members of the Skull and Bones) E. ",2648.0833333333335
656,He served in the United States Senate as a Republican from Minnesota. ,1436.6666666666667
657,McNamara was born in San Francisco where his father was sales manager of a wholesale shoe firm. ,1805.5000000000002
658,"King was born in Atlanta, Georgia to the Rev. ",935.25
659,"He lived in Lichfield and Derby, England. ",1133.25
660,Fleming was born Marilyn Fleming in Canada. ,1533.2727272727273
661,"Bush administration to promote their marriage initiative program, which he did not disclose to his readers. ",2682.2727272727275
662,"Briac Sur Mer, Ille-et-Vilaine, France. ",1301.3333333333333
663,S. ,41.5
664,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. ",2039.5
665,"Martin, Charles E. ",511.2727272727273
666,"Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck. ",2766.0909090909086
667,"Huxley was born in Godalming, Surrey, England. ",1418.5833333333333
668,"President George Washington appointed him Minister to the Netherlands in 1794, Minister to Portugal in 1796 and Minister to Prussia in 1797. ",3870.1666666666665
669,Miguel was raised amongst all the splendor and glamour of Hollywood. ,1736.909090909091
670,"Keynes (pronounced ""Canes"") was born in London, the eldest son of Geoffrey Keynes, and thus the nephew of the economist John Maynard Keynes; and Geoffrey Keynes' wife Elizabeth (nee Darwin), the grand-daughter of Charles Darwin, and thus the great-grandson of Charles Darwin (see Darwin -- Wedgwood family). ",6793.416666666663
671,"The wedding ceremony took place in Scott's parents' house in Marion, Alabama, and was performed by King's father. ",1905.166666666667
672,"Roy Stanley Geiger (January 25, 1885 - January 23, 1947) was a United States Marine Corps general who, during World War II, became the first Marine to lead an army. ",3909.3333333333335
673,"William studied law at the Inns of Court in London, returning to Maryland in 1765. ",1648.6363636363635
674,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records. ",5322.818181818182
675,"In 1950, she began to guest star in television Westerns, notably in the ""Lone Ranger"" and ""Cisco Kid"" series plus more than a dozen appearances on the ""Gene Autry Show"". ",3046.6666666666674
676,"111Senator John Kerry, the Presidential candidate. ",1763.3333333333335
677,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in Their Tanks (the novel was never published, although an excerpt from the manuscript would be included in the Burroughs compilation Word Virus). ",6657.083333333334
678,"They were part of the Puritan movement, especially following the teachings of John Cotton. ",1855.818181818182
679,"He and Mileva had an illegitimate daughter Lieserl, born in January 1902. ",1700.5454545454543
680,He flew a P-38 Lightning in the North African campaign of November 1942. ,1727.4166666666665
681,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator. ",6268.0
682,"He was born near at Elston Hall near Nottingham, and educated at Chesterfield School then later at St. ",2594.25
683,"Anne Hutchinson (July 17, 1591 - August 20, 1643) was the unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx. ",4699.090909090909
684,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army. ,3306.0909090909095
685,"Sir Andrew Fielding Huxley, OM, FRS (born 22 November 1917, Hampstead, London, England, UK) is a British physiologist and biophysicist, who won the 1963 Nobel Prize in Physiology or Medicine for his work with Alan Lloyd Hodgkin on the basis of nerve ""action potentials,"" the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system. ",8726.0
686,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense. ",5174.416666666667
687,"She and her husband moved to Hollywood, California to pursue a career in motion pictures and in 1947, as ""Gail Davis,"" she made her motion picture debut in a comedy film short. ",3336.5
688,"John Quincy Adams (July 11, 1767 - February 23, 1848) was the sixth (1825-1829) President of the United States. ",3014.0833333333326
689,Paul�s Burial Ground there. ,627.9090909090909
690,Other notable figures in this branch of the family tree are Franklin D. ,1302.75
691,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in England during World War I. ",5294.75
692,"The following year, Bush was Connecticut chairman of the United Negro College Fund, and was one of the UNCF's earliest supporters. ",3025.583333333334
693,"The son of President John Adams and First Lady Abigail Smith, he was the only son of a former President to become President himself until George W. ",3223.6666666666674
694,"Between then and 1953, Davis appeared in more than three dozen films, of which all but three were in the Western genre and that included fourteen films with the singing cowboy star, Gene Autry. ",3850.583333333333
695,"[1] She also has some relation to all the royal houses of Europe, including such figures as Henry III, Henry II, Henry I, Richard the Lionheart, and Russian czar Ivan the Terrible. ",3388.7499999999986
696,Kennedy first offered the post of secretary of defense to former secretary Robert A. ,1716.0000000000002
697,"William Hindman (April 1, 1743 - January 19, 1822) was an American lawyer and statesman from Talbot County, Maryland. ",3159.6363636363635
698,"Margaret Tyndal Winthrop (February 23, 1880 - July 7, 1970) was the maternal grandmother of U.S. ",2796.0833333333335
699,Bush) are her descendants. ,589.4545454545455
700,Her works include Cold Comfort Farm. ,1492.9166666666665
701,President-elect John F. ,576.5
702,W. ,193.66666666666663
703,"classic Lost In Space) cast Miguel as a drummer in his first television role, in the series Sunshine. ",2330.1818181818185
704,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio - October 8, 1972, New York City) was a U.S. ",2411.9999999999995
705,"He served as the Governor of California from January 2, 1939 until January 4, 1943, and was the only Democrat elected to that office between 1898 and 1954. ",3088.916666666666
706,His brother Julian Huxley was a biologist also noted for his evolutionary theories. ,1683.6666666666665
707,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist. ",2737.5833333333335
708,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics. ,2371.4545454545455
709,He also was awarded the Presidential Medal of Freedom. ,1094.9166666666665
710,"Roosevelt (Kerry's 4th cousin twice removed), Jane Addams, Calvin Coolidge (Kerry's 8th cousin once removed), and ironically, George H.W. ",2821.2499999999995
711,"The Reverend Martin Luther King, Jr. ",806.9166666666666
712,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,2200.363636363636
713,"Niels Fabian Helge von Koch (January 25, 1870 - March 11, 1924) was a Swedish mathematician, who gave his name to the famous fractal known as the Koch curve, which was one of the earliest fractal curves to have been described. ",4739.333333333332
714,"(Winthrop's daughter, Rosemary Isabel Forbes, was Kerry's mother.) Winthrop died at St. ",2405.5
715,"John Eric Austin (born August 21, 1944, in Blaby, Leicestershire) is a British Member of Parliament for Erith and Thamesmead. ",2905.916666666667
716,For his part in this action he was awarded the Distinguished Service Medal. ,1531.9166666666663
717,He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. ,1801.6363636363633
718,H. ,111.9090909090909
719,"In 1974, he founded Arista Records, naming it after his secondary school honor society. ",2207.6666666666665
720,"When it merged with Brown Brothers in 1931, he became a partner in the new firm of Brown Brothers Harriman. ",2436.166666666667
721,"Senator James Lloyd resigned, and Hindman was named to finish his term. ",1619.090909090909
722,"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"". ",1952.181818181818
723,He also created the Defense Intelligence Agency and the Defense Supply Agency. ,1709.6666666666665
724,"Her family lived in McGehee, Arkansas where she was raised until they moved to Little Rock. ",2253.75
725,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly. ",2795.5454545454545
726,He worked as a social worker and was leader of Greenwich council before entering Parliament. ,2135.833333333333
727,"Clive Jay Davis (born April 4, 1934) is the founder of Arista Records, and member of the Rock and Roll Hall of Fame as a nonperformer. ",3456.666666666667
728,Harriman and Company in 1926. ,661.4166666666667
729,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time. ",3883.1666666666674
730,"Other new ""Bonesmen"" that year were E. ",904.9166666666666
731,W. ,164.9090909090909
732,Garret Macy in NBC's drama Crossing Jordan. ,1398.3636363636363
733,"While enjoying popular but little critical success during his own lifetime, Kerouac is now considered one of America's most important authors. ",2359.352941176471
734,"He left home during the War of 1812 amd married in Rochester on November 8, 1821, Harriet Smith the daughter of Dr. ",3435.4444444444443
735,Lawford's first major movie role was A Yank At Eton (1942). ,1517.4705882352941
736,"(August 23, 1685), Ann (January 5, 1687), Joseph (February 5, 1688), and Joseph (June 30, 1689) (the first Joseph having died soon after birth). ",2384.9411764705887
737,"Howard (March 25, 1909 - January 26, 1996) was an American college football player and coach. ",1511.777777777778
738,He became a banker in Boston and was active in the local Democratic Party. ,1588.1666666666667
739,He graduated in 1983 with a bachelor's degree in history. ,1089.4375
740,"Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control. ",2716.6666666666665
741,"Leland in 1902, and the company was reorganized as Cadillac. ",1489.0
742,"He graduated and practiced law in a small firm which folded, then moved on to the firm of Rosenman, Colin, Kaye, Petschek and Freund, which had CBS Records as a client. ",3095.166666666665
743,"His parents, Leo-Alcide Kerouac and Gabrielle-Ange Lévesque, were natives of the province of Quebec in Canada. ",1910.058823529412
744,"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney. ",2532.6111111111113
745,Lawford also made his first comedy that same year My Brother Talks To Horses (1947). ,1506.941176470588
746,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses. ",2267.0588235294117
747,"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. ",2288.4444444444443
748,"When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'. ",1552.1176470588236
749,He guest-starred as himself on NBC's Brooke Shields sitcom Suddenly Susan in January 1997 (shortly after losing the presidential election). ,3445.9375
750,"After he published his book, his colleages from the Reagan administration broke contact and refused to speak with him. ",1895.2352941176468
751,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare. ",3898.277777777778
752,The picture was a smash hit and Lawford's performance was widely praised. ,995.1764705882355
753,"On October 28, Libby was indicted on five felony counts. ",1125.5294117647059
754,Taylor was born with dual British and American citizenship. ,1638.6875
755,"His maternal great-grandfather, John Wilson, immigrated to the United States from Paisley, Scotland in the early 1800s. ",2257.833333333333
756,Goode. ,163.0
757,Struensee was arrested and executed in that same year. ,1209.625
758,"He was the best-known of modern Brazilian writers, with his work translated into some 30 languages and popularized in film, notably Dona Flor and her Two Husbands in 1978. ",3185.7222222222226
759,"He also ran unsuccessfully for the Republican Presidential nomination in 1980 and made a more serious bid for the Republican presidential nomination in 1988, losing to then-Vice President George H.W. ",3908.625
760,He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. ,1554.0
761,"Under President Gerald Ford, Cheney became Assistant to the President and the youngest White House Chief of Staff in history. ",2756.411764705882
762,He flew a P-38 Lightning in the North African campaign of November 1942. ,2500.375
763,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",7423.000000000002
764,"However, he was not satisfied by the immediate prospects. ",760.2352941176471
765,"Another example of Kennedy's belief in the ability of nonmilitary power to improve the world was the creation of the Peace Corps, one of his first acts as president. ",2410.8333333333335
766,Groucho did a German accent. ,832.6666666666667
767,He was the youngest president ever elected and the only Roman Catholic president. ,1220.8333333333333
768,"Hamer erroneously nominated him as Ulysses Simpson Grant, and although Grant protested the change, it was difficult to resist the bureaucracy. ",3442.1666666666665
769,"Michael McManus (born February 5, 1959) is a syndicated columnist who wrote Ethics & Religion. ",2450.333333333334
770,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime. ",2369.3333333333335
771,"Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck. ",2169.166666666667
772,"He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire. ",2299.7222222222226
773,"With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry. ",2755.176470588235
774,He is of three quarters Irish and one quarter French descent. ,1530.25
775,"Bush administration to promote their marriage initiative program, which he did not disclose to his readers. ",1721.5555555555557
776,Senators risked their careers by standing by their personal beliefs. ,905.8888888888889
777,"Reagan tried repeatedly to go overseas for combat duty, but was turned down because of his astigmatism. ",1796.7777777777776
778,Bush and George W. ,309.33333333333337
779,Truman and the rest of the Democratic Party. ,525.5555555555555
780,"After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. ",1794.7777777777774
781,"However, he posted the third lowest passer rating of his career - 35.5 - in the AFC title game against the New England Patriots, throwing four interceptions in a 24-14 loss. ",4384.3125
782,His brother was not impressed when he discovered his popular correspondent was his younger brother. ,1358.8823529411766
783,"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours. ",2400.8888888888887
784,"Cheney's former chief of staff, Lewis Libby, is one of the main figures under investigation. ",1563.9411764705878
785,"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty. ",2041.0555555555559
786,Bush and the second son of former President George H. ,802.0555555555555
787,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office. ",2495.3888888888887
788,military capabilities following the end of the Cold War. ,573.8235294117646
789,"Franklin James Schaffner (May 30, 1920 – July 2, 1989) was an American film director. ",2455.375
790,This proved to be an regrettable decision. ,842.6470588235295
791,In 1966 she went to United Artists Records. ,1269.4444444444446
792,"They had four children: Frederick Dent Grant, Ulysses S. ",1130.2777777777778
793,"He decided after three semesters to take some time off from Yale, on account of difficulty with his studies. ",1922.7647058823527
794,"Considered the icon of American liberalism, Kennedy is the youngest person ever to be elected president of the country, at the age of 43. ",1948.333333333333
795,"Bush in March or April, 2005, to be General Counsel of the Department of Homeland Security. ",2296.0588235294113
796,"Klaas finished his career at Washington having played in 69 games, scoring ten goals and 21 assists. ",3362.7647058823527
797,"Thompson, Ken Kesey, and Bob Dylan. ",670.5882352941178
798,"When Bush was six years old, the family moved to Houston, Texas. ",999.0555555555558
799,"She was not a particularly popular choice of queen, being a Roman Catholic, and her religion prevented her ever being crowned, since she could not take part in an Anglican service. ",3142.944444444445
800,He left his apprenticeship without permission and in so doing became a fugitive. ,1264.9411764705878
801,"Sorensen, and C.H. ",333.6666666666667
802,Lawford later admitted the most terrifying experience of his career was the first musical number he performed. ,1834.4705882352937
803,"After a career-ending injury, Howard joined the staff at Clemson College and became head coach in 1939. ",1781.9999999999998
804,Ferrer also had a recurring role as Julia Duffy's insanely wealthy Waspy father on the popular Newhart television sitcom in the U.S. ,3182.75
805,"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar. ",5194.77777777778
806,Coltrane began playing music and practicing obsessively at about this time. ,1381.0555555555557
807,Jon is known in the NBA because of the courage and determination he shows on defense and in the clutch time. ,2057.1666666666665
808,"Despite Charles's reputation as a womaniser, Catherine never gave birth to a live heir, though she had several pregnancies, the last being in 1669. ",2954.1666666666665
809,"Her father, a former flight attendant (air steward), is deceased, although when or how this occurred has not been explained. ",2408.5
810,Bush. ,75.3888888888889
811,His dying words were 'Die? ,833.8888888888889
812,He predicted in America's Economic Supremacy (1900) that New York would become the world trade center. ,2102.8333333333335
813,"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years. ",2835.333333333333
814,He is a sharp shooter from the three point range and also a very accurate free throw shooter. ,1808.5555555555557
815,"In 1874, at the age of 23, Gifford was a Lieutenant in the 2nd Battalion, 24th Foot (later the South Wales Borderers), British Army during the First Ashanti Expedition, when the following deed took place for which he was awarded the Victoria Cross: James Arlington Wright (December 3, 1927 - March 25, 1980), was an American poet and writer. ",6848.27777777778
816,When he first arrived he worked in several printer shops around town. ,1338.764705882353
817,He is currently the 46th Vice President of the United States under President George W. ,1620.5882352941178
818,"For his contribution to the television industry, J. ",752.7647058823529
819,"The Cockleshell Heroes followed a year later, along with The Great Man. ",1503.125
820,"Martin, Charles E. ",322.2777777777778
821,"""Jeb"" Bush Jr. ",317.2777777777778
822,"However, the U.S. ",362.6111111111111
823,Wills. ,86.3888888888889
824,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton. ",1636.8235294117649
825,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. ",3338.5000000000005
826,"Webster English Young (December 3, 1932 – December 13, 2003) was an American jazz trumpeter and cornetist. ",2825.8125
827,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. ",1749.7222222222222
828,He is of three quarters Irish and one quarter French descent. ,1525.388888888889
829,"Her position was a difficult one, as Charles continued to have children by his mistresses, but he insisted that she be treated with respect, and refused to divorce her. ",2682.7777777777783
830,He was educated at Skipton primary school and Ballarat Grammar: he was the last Victorian Premier not to have a university education. ,3317.125
831,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army. ,3059.6666666666665
832,"Early in life, he developed an interest in politics and history, and, during the war years, a special admiration for Winston Churchill, whom he would later cite as an important influence. ",2752.2352941176473
833,"Dole studied Law at KU, but his studies were interrupted by the start of World War II. ",1851.0
834,After studying at the Louisiana State University he joined the Monroe Police Department. ,1383.5294117647056
835,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records. ",2592.944444444445
836,"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades. ",3353.4444444444425
837,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position. ",3234.722222222222
838,Navy accepted him in September of that year. ,855.2222222222222
839,She was a researcher and reporter at Thames Television [1980 to 1983]. ,1498.6666666666667
840,"Besides his film roles, he appeared on the television screen often later is his career. ",1788.6470588235293
841,W. ,83.05555555555556
842,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), also known as JFK, was the 35th president of the United States of America. ",1725.1666666666667
843,His wife is Barbara Bush. ,656.8823529411765
844,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George. ",2037.9444444444448
845,W. ,62.94444444444443
846,"Dole took many odd-jobs around Russell as a boy, and would later work as a soda jerk in the local drug store. ",2511.5625
847,"He is a prominent member of the Bush family, the younger brother of President George W. ",1685.0
848,"He was an African-American jazz trumpeter, bandleader, singer, and composer. ",1658.0000000000002
849,Reagan smoothly improvised a fictional play-by-play (in which hitters on both teams fouled off pitches) until the wire was restored. ,2566.2352941176473
850,"Kerouac's spontaneous, confessional language style inspired other writers, including Tom Robbins, Richard Brautigan, Hunter S. ",2114.5882352941176
851,It was published in 1950 and earned him some respect as a writer. ,1142.5882352941178
852,"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra. ",2833.7777777777783
853,"Caroline Mathilde, retaining her title but not her children, eventually left Denmark in exile and passed her remaining days in neighbouring Celle. ",3188.25
854,He was named a first team All-American in his junior and senior seasons. ,1458.1764705882356
855,He was United States Secretary of Defense from 1987 until 1989. ,1376.0
856,"Ferrer also directed, but did not appear in, Return to Peyton Place in 1961 and also the re-make of State Fair in 1962. ",2806.0
857,In 1950 Ferrer won an Academy Award for his portrayal of Cyrano de Bergerac in the 1950 film of that name. ,3034.125
858,"One of his first known ancestors was Ralph de Chesney, Sire of Quesnay who fought on the side of William the Conqueror in the Battle of Hastings in 1066. ",3247.0588235294117
859,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901. ",5042.555555555556
860,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married. ",1801.6111111111113
861,"In this year, he released his first book, O País do Carnaval. ",1291.0555555555557
862,"Since his second Wyoming arrest, Cheney has had no further convictions. ",1393.1176470588234
863,He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore. ,2318.3888888888887
864,"Ford was forced out of the company by the investors, including Henry M. ",1573.111111111111
865,"She is now a public speaker and author, and a senior fellow at the American Enterprise Institute. ",1635.8823529411764
866,"Flower & Bros., and later with the Detroit Dry Dock Co. ",940.8333333333335
867,"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis. ",2393.8888888888887
868,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. ,2917.0000000000005
869,"He passed away from liver disease in his home in Dix Hills, New York. ",1165.1666666666667
870,Carrol Naish has a star on the Hollywood Walk of Fame at 6145 Hollywood Blvd. ,1863.1764705882354
871,"Symptoms during this time included paranoia, self-mutilation and hallucinations. ",1631.1875
872,"in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany. ",3446.055555555556
873,"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions. ",2349.555555555555
874,"He died, however, aboard ship and was given a sea burial. ",964.3333333333333
875,Bush. ,63.611111111111114
